"Time","CountryID","Country","FOSSILTPES","GDP","GDPPPP","OILSUPGDP","OILSUPGDPPPP","OILTPES","POP","RENTPES","TPES","TPESGDP","TPESGDPPPP","Price.Oil"
1960,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"AFRIC","Africa",0.38,566.77,1232.72,0.061,0.028,34.52,372.68,0.6185,191.96,0.339,0.156,17.06917156
1972,"AFRIC","Africa",0.39,582.18,1270.93,0.065,0.03,38.1,382.3,0.6125,199,0.342,0.157,16.79916882
1973,"AFRIC","Africa",0.4,603.78,1313.85,0.067,0.031,40.71,392.23,0.602,206.9,0.343,0.157,20.03943153
1974,"AFRIC","Africa",0.4,632.73,1373.24,0.067,0.031,42.66,402.56,0.5967,214.14,0.338,0.156,55.38161474
1975,"AFRIC","Africa",0.41,642.92,1401.12,0.071,0.032,45.38,413.32,0.5912,222.26,0.346,0.159,56.50621167
1976,"AFRIC","Africa",0.42,687.1,1509.09,0.071,0.032,48.72,424.54,0.5815,230.96,0.336,0.153,51.64717593
1977,"AFRIC","Africa",0.43,713.26,1578.43,0.074,0.034,53.13,436.21,0.5736,239.85,0.336,0.152,52.25864474
1978,"AFRIC","Africa",0.44,723.85,1607.29,0.079,0.036,57.42,448.33,0.5587,251.39,0.347,0.156,48.69920207
1979,"AFRIC","Africa",0.45,761.03,1694.15,0.077,0.035,58.59,460.9,0.5514,261.01,0.343,0.154,64.81635063
1980,"AFRIC","Africa",0.46,789.38,1757.13,0.077,0.035,61.12,473.9,0.5406,272.98,0.346,0.155,89.6272974
1981,"AFRIC","Africa",0.47,777.88,1728.09,0.084,0.038,65.55,487.32,0.5255,289.01,0.372,0.167,88.97249842
1982,"AFRIC","Africa",0.49,793.19,1773.55,0.086,0.039,68.4,501.16,0.5097,305.91,0.386,0.172,75.83470746
1983,"AFRIC","Africa",0.49,792.94,1783.98,0.089,0.039,70.44,515.42,0.5048,315.99,0.399,0.177,64.19523548
1984,"AFRIC","Africa",0.5,811.67,1825.42,0.089,0.04,72.49,530.1,0.4994,328.59,0.405,0.18,60.59025344
1985,"AFRIC","Africa",0.5,835.18,1886.71,0.089,0.039,74.45,545.28,0.499,338.26,0.405,0.179,54.70411632
1986,"AFRIC","Africa",0.5,832.87,1884.89,0.09,0.04,74.71,560.9,0.4956,350.72,0.421,0.186,27.70261183
1987,"AFRIC","Africa",0.5,828.7,1876.16,0.094,0.042,78.31,576.88,0.4916,362.68,0.438,0.193,34.81415613
1988,"AFRIC","Africa",0.5,864.53,1955.06,0.094,0.041,80.88,593.18,0.4907,374.09,0.433,0.191,26.92359244
1989,"AFRIC","Africa",0.49,896.48,2031.64,0.092,0.04,82.09,609.68,0.4993,378.6,0.422,0.186,31.79711973
1990,"AFRIC","Africa",0.48,920.91,2091.52,0.094,0.041,86.47,626.48,0.5113,392.91,0.427,0.188,36.27455601
1991,"AFRIC","Africa",0.49,932.18,2120.2,0.094,0.041,87.92,643.55,0.5086,405.92,0.435,0.191,29.98983071
1992,"AFRIC","Africa",0.48,929.02,2125.19,0.096,0.042,89.56,664.08,0.5175,408.6,0.44,0.192,28.30022643
1993,"AFRIC","Africa",0.48,928.8,2132.76,0.094,0.041,87.17,681.6,0.5143,421.01,0.453,0.197,24.35254412
1994,"AFRIC","Africa",0.47,950.08,2180.85,0.088,0.038,83.95,699.49,0.5206,426.39,0.449,0.196,22.86046056
1995,"AFRIC","Africa",0.48,969.2,2225.82,0.092,0.04,89.42,717.56,0.516,443.99,0.458,0.199,24.53171457
1996,"AFRIC","Africa",0.48,1021.48,2345.57,0.092,0.04,93.52,735.84,0.5138,457.48,0.448,0.195,28.66596882
1997,"AFRIC","Africa",0.48,1053.26,2420.69,0.092,0.04,96.5,754.39,0.5125,470.83,0.447,0.195,25.11747988
1998,"AFRIC","Africa",0.47,1085.83,2500.85,0.091,0.039,98.47,773.3,0.5166,479.36,0.441,0.192,16.14305106
1999,"AFRIC","Africa",0.48,1114.85,2576.5,0.09,0.039,100.63,792.66,0.5141,494.04,0.443,0.192,22.61031598
2000,"AFRIC","Africa",0.47,1155.06,2671.82,0.084,0.036,97.48,812.55,0.5175,495.59,0.429,0.185,35.10868096
2001,"AFRIC","Africa",0.48,1199.77,2777.56,0.088,0.038,105.4,832.78,0.5126,515.82,0.43,0.186,27.09057055
2002,"AFRIC","Africa",0.48,1242.23,2871.03,0.087,0.038,108.62,853.3,0.5149,526.89,0.424,0.184,28.74943021
2003,"AFRIC","Africa",0.49,1307.29,3022.43,0.084,0.036,109.36,874.34,0.5067,548.86,0.42,0.182,32.8623193
2004,"AFRIC","Africa",0.49,1428.36,3291.89,0.083,0.036,118.51,896.08,0.4995,578.81,0.405,0.176,41.43476397
2005,"AFRIC","Africa",0.5,1507.21,3469.98,0.083,0.036,125.26,918.54,0.4953,599.55,0.398,0.173,54.59759226
2006,"AFRIC","Africa",0.5,1604.41,3688.19,0.078,0.034,125.48,941.76,0.4971,614.81,0.383,0.167,63.88739722
2007,"AFRIC","Africa",0.5,1708.3,3922.04,0.078,0.034,133.06,965.73,0.4907,639.91,0.375,0.163,70.6634311
2008,"AFRIC","Africa",0.51,1795.59,4125.9,0.079,0.034,141.77,990.5,0.4824,665.71,0.371,0.161,93.78727749
2009,"AFRIC","Africa",0.51,1846.06,4257.39,0.08,0.035,148.5,1016.07,0.4864,676.16,0.366,0.159,60.00312488
2010,"AFRIC","Africa",0.5,1941.37,4482.44,0.079,0.034,153.95,1042.46,0.4904,693.84,0.357,0.155,75.82563805
2011,"AFRIC","Africa",0.5,1966.46,4532.19,0.078,0.034,152.51,1069.68,0.4958,709.77,0.361,0.157,99.45770574
2012,"AFRIC","Africa",0.5,2074.28,4789.12,0.079,0.034,163.15,1097.67,0.4955,737.36,0.355,0.154,96.01863557
2013,"AFRIC","Africa",0.5,2148.38,4959.4,0.077,0.033,165.35,1126.39,0.4986,749.61,0.349,0.151,91.85653717
2014,"AFRIC","Africa",0.5,2222.7,5131.22,0.074,0.032,164.59,1155.72,0.4957,772.08,0.347,0.15,82.58092684
2015,"AFRIC","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
1960,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"ASIA","Asia (excluding China)",0.41,565.87,1618.4,0.123,0.043,69.81,1052.83,0.5849,311.22,0.55,0.192,17.06917156
1972,"ASIA","Asia (excluding China)",0.42,581,1649.77,0.129,0.045,74.76,1078.05,0.5789,321.13,0.553,0.195,16.79916882
1973,"ASIA","Asia (excluding China)",0.43,620.96,1755.02,0.133,0.047,82.88,1103.85,0.5678,335.22,0.54,0.191,20.03943153
1974,"ASIA","Asia (excluding China)",0.44,651.34,1834.93,0.129,0.046,83.8,1130.14,0.5615,346.57,0.532,0.189,55.38161474
1975,"ASIA","Asia (excluding China)",0.44,688.82,1945.89,0.125,0.044,86.23,1156.96,0.557,360.89,0.524,0.185,56.50621167
1976,"ASIA","Asia (excluding China)",0.45,724.9,2043.24,0.127,0.045,92.16,1184.29,0.5455,377.48,0.521,0.185,51.64717593
1977,"ASIA","Asia (excluding China)",0.46,779.83,2193.16,0.128,0.046,100.05,1212.11,0.5334,394.85,0.506,0.18,52.25864474
1978,"ASIA","Asia (excluding China)",0.47,837.65,2352.32,0.131,0.047,110.06,1240.52,0.5232,412.82,0.493,0.175,48.69920207
1979,"ASIA","Asia (excluding China)",0.48,865.09,2410.4,0.137,0.049,118.1,1269.62,0.5096,434.98,0.503,0.18,64.81635063
1980,"ASIA","Asia (excluding China)",0.49,921.76,2568.75,0.134,0.048,123.78,1299.43,0.5012,450.59,0.489,0.175,89.6272974
1981,"ASIA","Asia (excluding China)",0.5,979.4,2731.6,0.129,0.046,125.9,1329.8,0.4954,466.48,0.476,0.171,88.97249842
1982,"ASIA","Asia (excluding China)",0.5,1017.33,2839.14,0.125,0.045,127.44,1361.04,0.4889,482.47,0.474,0.17,75.83470746
1983,"ASIA","Asia (excluding China)",0.51,1085.18,3029.24,0.123,0.044,133.01,1392.65,0.4745,501.44,0.462,0.166,64.19523548
1984,"ASIA","Asia (excluding China)",0.52,1138.27,3174.3,0.115,0.041,130.9,1424.76,0.4694,518.75,0.456,0.163,60.59025344
1985,"ASIA","Asia (excluding China)",0.52,1176.07,3292.6,0.118,0.042,138.28,1457.33,0.4587,543.42,0.462,0.165,54.70411632
1986,"ASIA","Asia (excluding China)",0.54,1235.25,3455.62,0.117,0.042,144.58,1490.42,0.4482,568,0.46,0.164,27.70261183
1987,"ASIA","Asia (excluding China)",0.55,1304.76,3639.82,0.116,0.042,151.6,1523.91,0.4371,590.6,0.453,0.162,34.81415613
1988,"ASIA","Asia (excluding China)",0.56,1405.92,3921.31,0.118,0.042,165.3,1557.63,0.4262,621.66,0.442,0.159,26.92359244
1989,"ASIA","Asia (excluding China)",0.57,1510.7,4201.7,0.117,0.042,176.44,1591.53,0.4172,651.31,0.431,0.155,31.79711973
1990,"ASIA","Asia (excluding China)",0.58,1608.82,4461.5,0.122,0.044,195.82,1625.29,0.4087,696.86,0.433,0.156,36.27455601
1991,"ASIA","Asia (excluding China)",0.59,1684.47,4651.62,0.121,0.044,203.45,1659.16,0.3962,728.92,0.433,0.157,29.98983071
1992,"ASIA","Asia (excluding China)",0.6,1786.47,4924.08,0.122,0.044,217.35,1692.99,0.3876,756.34,0.423,0.154,28.30022643
1993,"ASIA","Asia (excluding China)",0.62,1891.8,5195,0.127,0.046,239.57,1726.92,0.3713,789.73,0.417,0.152,24.35254412
1994,"ASIA","Asia (excluding China)",0.62,2021.62,5538.05,0.125,0.045,251.84,1760.97,0.3642,817.85,0.405,0.148,22.86046056
1995,"ASIA","Asia (excluding China)",0.64,2165.99,5929.21,0.128,0.047,277.42,1795.09,0.3497,867.04,0.4,0.146,24.53171457
1996,"ASIA","Asia (excluding China)",0.65,2311.08,6322.99,0.127,0.046,293.44,1829.25,0.3396,902.31,0.39,0.143,28.66596882
1997,"ASIA","Asia (excluding China)",0.66,2400.81,6554.9,0.129,0.047,310.29,1863.41,0.3301,941.5,0.392,0.144,25.11747988
1998,"ASIA","Asia (excluding China)",0.65,2367.47,6497.43,0.132,0.048,311.47,1897.55,0.3329,948.69,0.401,0.146,16.14305106
1999,"ASIA","Asia (excluding China)",0.66,2494.28,6852.85,0.13,0.047,323.89,1931.6,0.3246,992.72,0.398,0.145,22.61031598
2000,"ASIA","Asia (excluding China)",0.67,2619.72,7184.09,0.128,0.047,335.41,1965.25,0.3194,1037.71,0.396,0.144,35.10868096
2001,"ASIA","Asia (excluding China)",0.67,2694.42,7413.59,0.126,0.046,340.14,1998.49,0.3153,1061.95,0.394,0.143,27.09057055
2002,"ASIA","Asia (excluding China)",0.68,2815.41,7740.84,0.125,0.046,352.25,2031.89,0.3084,1100.16,0.391,0.142,28.74943021
2003,"ASIA","Asia (excluding China)",0.68,2984.7,8220.34,0.121,0.044,362.54,2065.08,0.304,1138.79,0.382,0.139,32.8623193
2004,"ASIA","Asia (excluding China)",0.69,3189.78,8786.27,0.121,0.044,385.18,2097.97,0.2924,1206.25,0.378,0.137,41.43476397
2005,"ASIA","Asia (excluding China)",0.7,3407.96,9408.14,0.111,0.04,377.56,2130.24,0.2902,1236.53,0.363,0.131,54.59759226
2006,"ASIA","Asia (excluding China)",0.7,3649.14,10086.74,0.105,0.038,384.41,2161.87,0.2864,1281.46,0.351,0.127,63.88739722
2007,"ASIA","Asia (excluding China)",0.71,3925.64,10859.35,0.101,0.037,396.41,2192.93,0.2808,1332.42,0.339,0.123,70.6634311
2008,"ASIA","Asia (excluding China)",0.71,4070.44,11270.34,0.099,0.036,403.19,2223.68,0.2781,1376.1,0.338,0.122,93.78727749
2009,"ASIA","Asia (excluding China)",0.72,4235.49,11793.3,0.099,0.035,417.44,2254.21,0.27,1448.03,0.342,0.123,60.00312488
2010,"ASIA","Asia (excluding China)",0.72,4598.39,12767.02,0.095,0.034,437.46,2284.81,0.2613,1525.91,0.332,0.12,75.82563805
2011,"ASIA","Asia (excluding China)",0.72,4852.83,13474.6,0.091,0.033,443.87,2315.64,0.2635,1551.01,0.32,0.115,99.45770574
2012,"ASIA","Asia (excluding China)",0.73,5105.44,14190.66,0.091,0.033,465.74,2345.83,0.2605,1612.86,0.316,0.114,96.01863557
2013,"ASIA","Asia (excluding China)",0.73,5387.86,15004.52,0.089,0.032,477.59,2376.72,0.2589,1662.27,0.309,0.111,91.85653717
2014,"ASIA","Asia (excluding China)",0.73,5685.26,15871.31,0.087,0.031,495.81,2407.58,0.2526,1741.11,0.306,0.11,82.58092684
2015,"ASIA","Asia (excluding China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
1960,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"CHINAREG","China (P.R. of China and Hong Kong, China)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.6,222.22,439.98,0.189,0.096,42.06,845.15,0.3981,394.06,1.773,0.896,17.06917156
1972,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.61,232.34,459.13,0.208,0.105,48.24,866.15,0.3886,414.47,1.784,0.903,16.79916882
1973,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.62,251.88,497.13,0.219,0.111,55.05,886.18,0.384,429.78,1.706,0.865,20.03943153
1974,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.62,257.71,508.61,0.245,0.124,63.26,904.68,0.3827,441.21,1.712,0.867,55.38161474
1975,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.65,277.56,549.14,0.254,0.128,70.49,920.86,0.3531,487.02,1.755,0.887,56.50621167
1976,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.65,278.71,548.45,0.296,0.15,82.46,935.2,0.3465,503.98,1.808,0.919,51.64717593
1977,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.68,301.4,592.32,0.296,0.15,89.08,948.04,0.3226,549.15,1.822,0.927,52.25864474
1978,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.7,335.74,660.55,0.291,0.148,97.63,960.83,0.3011,595.14,1.773,0.901,48.69920207
1979,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.7,363,713.29,0.264,0.134,95.83,973.94,0.3012,604.39,1.665,0.847,64.81635063
1980,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.69,392.47,770.62,0.237,0.121,93.19,986.3,0.307,602.65,1.536,0.782,89.6272974
1981,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.69,415,813.69,0.214,0.109,88.64,999.07,0.3135,598.65,1.443,0.736,88.97249842
1982,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.69,448.81,881.84,0.195,0.099,87.65,1013.9,0.3084,617.77,1.376,0.701,75.83470746
1983,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.7,494.15,972.43,0.18,0.091,88.74,1028.66,0.301,642.57,1.3,0.661,64.19523548
1984,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.71,565.91,1115.4,0.16,0.081,90.38,1042.22,0.2857,681.3,1.204,0.611,60.59025344
1985,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.72,633.5,1253.39,0.15,0.076,95.33,1056.5,0.2816,697.91,1.102,0.557,54.70411632
1986,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.73,691.57,1367.47,0.146,0.074,101.28,1072.32,0.2748,723.62,1.046,0.529,27.70261183
1987,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.74,773.96,1529.68,0.139,0.07,107.44,1089.63,0.2647,760.98,0.983,0.497,34.81415613
1988,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.75,858.9,1698.89,0.133,0.067,114.49,1107.26,0.2546,802.84,0.935,0.473,26.92359244
1989,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.75,893.2,1767.74,0.133,0.067,119.07,1124.34,0.2538,819.48,0.917,0.464,31.79711973
1990,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.76,928.23,1837.13,0.131,0.066,122,1140.89,0.2404,879.3,0.947,0.479,36.27455601
1991,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.75,1010.55,2002.01,0.122,0.062,123.56,1156.53,0.2488,856.89,0.848,0.428,29.98983071
1992,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.76,1145.97,2275.02,0.118,0.06,135.61,1170.77,0.2423,887.41,0.774,0.39,28.30022643
1993,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.77,1296.64,2579,0.115,0.058,148.56,1184.34,0.2319,939.29,0.724,0.364,24.35254412
1994,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.77,1457.48,2903.63,0.102,0.051,148.49,1197.87,0.2234,983.36,0.675,0.339,22.86046056
1995,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.79,1606.36,3206.41,0.1,0.05,160.45,1211.01,0.2109,1055,0.657,0.329,24.53171457
1996,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.79,1758.15,3513.58,0.099,0.05,174.73,1223.99,0.205,1083.89,0.616,0.308,28.66596882
1997,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.79,1914.57,3829.38,0.102,0.051,194.51,1236.56,0.2058,1082.36,0.565,0.283,25.11747988
1998,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.79,2044.65,4100.74,0.094,0.047,191.56,1248.48,0.2048,1092.79,0.534,0.266,16.14305106
1999,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.8,2193.31,4402.85,0.097,0.048,213.32,1259.34,0.2003,1116.62,0.509,0.254,22.61031598
2000,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.8,2377.1,4772.4,0.096,0.048,227.39,1269.31,0.1961,1148.69,0.483,0.241,35.10868096
2001,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.8,2562.49,5151.25,0.091,0.045,231.92,1278.56,0.1925,1195.47,0.467,0.232,27.09057055
2002,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.81,2783.97,5602.93,0.089,0.044,247.07,1287.14,0.1814,1274.1,0.458,0.227,28.74943021
2003,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.83,3052.01,6148.53,0.09,0.045,274.87,1295.13,0.1589,1454.51,0.477,0.237,32.8623193
2004,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.85,3357.29,6764.82,0.095,0.047,317.99,1302.86,0.1433,1656.3,0.493,0.245,41.43476397
2005,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.86,3731.46,7522.7,0.086,0.043,320.91,1310.53,0.1331,1829.55,0.49,0.243,54.59759226
2006,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.87,4194.25,8461.75,0.082,0.041,343.29,1317.88,0.124,1999.68,0.477,0.236,63.88739722
2007,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.87,4774.01,9640.29,0.075,0.037,358.69,1324.8,0.118,2162.62,0.453,0.224,70.6634311
2008,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.87,5217.32,10544.68,0.07,0.035,366.3,1331.61,0.1195,2229.98,0.427,0.211,93.78727749
2009,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.88,5673.39,11481.15,0.067,0.033,380.43,1338.23,0.1156,2382.25,0.42,0.207,60.00312488
2010,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.88,6268.3,12689.81,0.069,0.034,431.31,1344.73,0.1091,2628.52,0.419,0.207,75.82563805
2011,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.89,6852.14,13877.92,0.065,0.032,445.87,1351.2,0.1029,2819.27,0.411,0.203,99.45770574
2012,"CHINAREG","China (P.R. of China and Hong Kong, China)",0.88,7368.7,14932.5,0.063,0.031,467.56,1357.85,0.1059,2925.23,0.397,0.196,96.01863557
