"Time","CountryID","Country","FOSSILTPES","GDP","GDPPPP","OILSUPGDP","OILSUPGDPPPP","OILTPES","POP","RENTPES","TPES","TPESGDP","TPESGDPPPP","Price.Oil"
1999,"OENN","OECD Americas",0.85,14443.12,14831.91,0.073,0.071,1051.03,424.63,0.0642,2632.29,0.182,0.177,22.61031598
2000,"OENN","OECD Americas",0.85,15069.88,15486.22,0.07,0.068,1057.24,429.38,0.0628,2702.13,0.179,0.174,35.10868096
2001,"OENN","OECD Americas",0.85,15222.18,15636.66,0.071,0.069,1075.81,433.94,0.0576,2660.61,0.175,0.17,27.09057055
2002,"OENN","OECD Americas",0.85,15503.33,15917.48,0.069,0.067,1062.38,438.48,0.0586,2688.26,0.173,0.169,28.74943021
2003,"OENN","OECD Americas",0.85,15913.41,16333.98,0.069,0.067,1094.51,442.91,0.0597,2716.29,0.171,0.166,32.8623193
2004,"OENN","OECD Americas",0.85,16514.74,16957.43,0.068,0.066,1125.41,447.25,0.0609,2772.49,0.168,0.163,41.43476397
2005,"OENN","OECD Americas",0.85,17067.4,17525.67,0.067,0.065,1135.35,451.65,0.0626,2797.32,0.164,0.16,54.59759226
2006,"OENN","OECD Americas",0.85,17549.37,18036.59,0.064,0.062,1116.31,456.23,0.0642,2777.43,0.158,0.154,63.88739722
2007,"OENN","OECD Americas",0.85,17886.9,18394.24,0.062,0.06,1110.2,460.97,0.0636,2819.26,0.158,0.153,70.6634311
2008,"OENN","OECD Americas",0.84,17879.85,18396.78,0.059,0.058,1061.68,465.85,0.0669,2759.53,0.154,0.15,93.78727749
2009,"OENN","OECD Americas",0.84,17363.78,17854.98,0.058,0.057,1011.37,470.65,0.07,2636.44,0.152,0.148,60.00312488
2010,"OENN","OECD Americas",0.84,17845.3,18367.67,0.057,0.055,1009.13,475.16,0.071,2685.68,0.15,0.146,75.82563805
2011,"OENN","OECD Americas",0.83,18189.49,18736.07,0.055,0.053,995.11,479.47,0.0762,2679.32,0.147,0.143,99.45770574
2012,"OENN","OECD Americas",0.83,18613.31,19189.3,0.053,0.052,995.54,483.76,0.0799,2654.35,0.143,0.138,96.01863557
2013,"OENN","OECD Americas",0.82,18907.86,19492.39,0.052,0.05,981.21,488.03,0.084,2685.05,0.142,0.138,91.85653717
2014,"OENN","OECD Americas",0.82,19364.02,19960.56,0.051,0.05,992.18,492.26,0.0838,2720.15,0.14,0.136,82.58092684
2015,"OENN","OECD Americas",0.82,19809.42,20424.05,0.051,0.049,1000.48,496.66,0.0838,2678.13,0.135,0.131,42.64477115
1960,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"OEPN","OECD Asia Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"OEPN","OECD Asia Oceania",0.95,2514.11,2006.35,0.097,0.121,242.72,156.97,0.0405,348.68,0.139,0.174,17.06917156
1972,"OEPN","OECD Asia Oceania",0.95,2701.89,2157.35,0.097,0.122,263.08,159.47,0.0388,370.65,0.137,0.172,16.79916882
1973,"OEPN","OECD Asia Oceania",0.96,2906.59,2324.47,0.103,0.129,300.71,162.87,0.0311,414.63,0.143,0.178,20.03943153
1974,"OEPN","OECD Asia Oceania",0.95,2898.91,2323.6,0.102,0.127,294.62,165.34,0.0356,419.06,0.145,0.18,55.38161474
1975,"OEPN","OECD Asia Oceania",0.95,2987.24,2396.53,0.094,0.117,280.51,167.56,0.0379,405.46,0.136,0.169,56.50621167
1976,"OEPN","OECD Asia Oceania",0.94,3108.79,2498.53,0.096,0.12,299.38,169.63,0.0357,429.01,0.138,0.172,51.64717593
1977,"OEPN","OECD Asia Oceania",0.95,3230.28,2601.19,0.097,0.12,312.83,171.57,0.0321,444.01,0.137,0.171,52.25864474
1978,"OEPN","OECD Asia Oceania",0.93,3398.46,2740.41,0.093,0.115,314.93,173.4,0.0322,450.35,0.133,0.164,48.69920207
1979,"OEPN","OECD Asia Oceania",0.93,3575.77,2886.46,0.091,0.113,326.58,175.2,0.0332,477.03,0.133,0.165,64.81635063
1980,"OEPN","OECD Asia Oceania",0.92,3670.85,2959.09,0.082,0.102,302.12,177.01,0.0348,472.19,0.129,0.16,89.6272974
1981,"OEPN","OECD Asia Oceania",0.91,3825.23,3086.44,0.073,0.091,281.13,178.79,0.0361,463.77,0.121,0.15,88.97249842
1982,"OEPN","OECD Asia Oceania",0.9,3930.12,3177.3,0.071,0.087,277.54,180.55,0.0431,470.07,0.12,0.148,75.83470746
1983,"OEPN","OECD Asia Oceania",0.89,4075.52,3303.7,0.067,0.083,272.7,182.26,0.0446,470.64,0.115,0.142,64.19523548
1984,"OEPN","OECD Asia Oceania",0.88,4270.37,3467.25,0.065,0.08,277.79,183.81,0.0399,503.39,0.118,0.145,60.59025344
1985,"OEPN","OECD Asia Oceania",0.87,4525.84,3676.72,0.058,0.071,262.49,185.26,0.0429,507.33,0.112,0.138,54.70411632
1986,"OEPN","OECD Asia Oceania",0.86,4671.93,3806.08,0.058,0.072,272.91,186.59,0.0411,522.21,0.112,0.137,27.70261183
1987,"OEPN","OECD Asia Oceania",0.85,4889.7,3993.63,0.056,0.069,275.17,187.94,0.0397,536.29,0.11,0.134,34.81415613
1988,"OEPN","OECD Asia Oceania",0.86,5224.01,4274.98,0.057,0.07,300.14,189.22,0.0403,572.1,0.11,0.134,26.92359244
1989,"OEPN","OECD Asia Oceania",0.86,5489.47,4495.23,0.058,0.07,316.05,190.45,0.0405,599.39,0.109,0.133,31.79711973
1990,"OEPN","OECD Asia Oceania",0.86,5766.65,4733.5,0.06,0.073,343.69,191.68,0.0399,642.29,0.111,0.136,36.27455601
1991,"OEPN","OECD Asia Oceania",0.85,5964.21,4911.75,0.058,0.07,344.95,193.21,0.0401,652.75,0.109,0.133,29.98983071
1992,"OEPN","OECD Asia Oceania",0.86,6063.84,5004.35,0.061,0.074,370.19,194.52,0.0355,677.74,0.112,0.135,28.30022643
1993,"OEPN","OECD Asia Oceania",0.85,6139.38,5080.62,0.061,0.074,375.86,195.68,0.0373,699.72,0.114,0.138,24.35254412
1994,"OEPN","OECD Asia Oceania",0.85,6263.69,5203.24,0.063,0.076,396.69,196.67,0.0325,733.63,0.117,0.141,22.86046056
1995,"OEPN","OECD Asia Oceania",0.84,6446.65,5375.09,0.063,0.075,404.95,197.86,0.035,761.57,0.118,0.142,24.53171457
1996,"OEPN","OECD Asia Oceania",0.84,6657.92,5565.33,0.062,0.075,415.76,198.98,0.0349,791.5,0.119,0.142,28.66596882
1997,"OEPN","OECD Asia Oceania",0.84,6817.67,5710.43,0.061,0.073,416.88,200.09,0.0354,814.85,0.12,0.143,25.11747988
1998,"OEPN","OECD Asia Oceania",0.82,6731.94,5621.55,0.058,0.069,389.96,201.12,0.036,793.36,0.118,0.141,16.14305106
1999,"OEPN","OECD Asia Oceania",0.83,6834.06,5740.35,0.059,0.07,401.74,202.08,0.0342,820.3,0.12,0.143,22.61031598
2000,"OEPN","OECD Asia Oceania",0.83,7039.12,5937.26,0.058,0.068,405.35,203.13,0.0339,849.59,0.121,0.143,35.10868096
2001,"OEPN","OECD Asia Oceania",0.83,7130.82,6026.72,0.055,0.065,388.8,204.21,0.0332,842.7,0.118,0.14,27.09057055
2002,"OEPN","OECD Asia Oceania",0.84,7236.95,6141.62,0.054,0.064,393.63,205.17,0.0336,852.84,0.118,0.139,28.74943021
2003,"OEPN","OECD Asia Oceania",0.85,7396.6,6279.44,0.054,0.063,397.78,206.06,0.0349,855.07,0.116,0.136,32.8623193
2004,"OEPN","OECD Asia Oceania",0.84,7606.92,6468.38,0.052,0.061,392.8,206.74,0.0341,878.58,0.115,0.136,41.43476397
2005,"OEPN","OECD Asia Oceania",0.83,7755.29,6604.8,0.05,0.059,387.8,207.29,0.0334,878.28,0.113,0.133,54.59759226
2006,"OEPN","OECD Asia Oceania",0.83,7950.09,6784.86,0.047,0.056,376.81,208.09,0.0345,887.48,0.112,0.131,63.88739722
2007,"OEPN","OECD Asia Oceania",0.85,8182.97,6998.24,0.046,0.054,377.02,209.01,0.0337,896.02,0.109,0.128,70.6634311
2008,"OEPN","OECD Asia Oceania",0.84,8178.94,7010.95,0.044,0.051,360.58,210.04,0.0344,888.24,0.109,0.127,93.78727749
2009,"OEPN","OECD Asia Oceania",0.83,7909.45,6802.6,0.044,0.051,347.25,210.84,0.0341,866.5,0.11,0.127,60.00312488
2010,"OEPN","OECD Asia Oceania",0.83,8267.33,7123.58,0.043,0.05,355.87,211.58,0.0393,917.84,0.111,0.129,75.82563805
2011,"OEPN","OECD Asia Oceania",0.88,8345.35,7208.19,0.043,0.05,360.45,212.25,0.041,891.88,0.107,0.124,99.45770574
2012,"OEPN","OECD Asia Oceania",0.91,8510.64,7353.16,0.043,0.05,370.17,212.76,0.0408,885.17,0.104,0.12,96.01863557
2013,"OEPN","OECD Asia Oceania",0.91,8664.81,7493.72,0.041,0.048,359.24,213.34,0.0441,887.48,0.102,0.118,91.85653717
2014,"OEPN","OECD Asia Oceania",0.9,8746.01,7580.65,0.04,0.046,347.69,213.85,0.0488,878.65,0.1,0.116,82.58092684
2015,"OEPN","OECD Asia Oceania",0.89,8852.85,7683.3,0.039,0.046,349.63,214.35,0.0509,886.38,0.1,0.115,42.64477115
1960,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"OEU","OECD Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"OEU","OECD Europe",0.94,7507.67,7225.86,0.085,0.089,640.47,448.62,0.0479,1243.07,0.166,0.172,17.06917156
1972,"OEU","OECD Europe",0.94,7864.36,7581.65,0.087,0.09,685.35,452.02,0.0472,1297.34,0.165,0.171,16.79916882
1973,"OEU","OECD Europe",0.94,8328.13,8034.16,0.088,0.091,732.44,455.29,0.0456,1375.47,0.165,0.171,20.03943153
1974,"OEU","OECD Europe",0.93,8532.2,8240.81,0.082,0.084,695.79,458.3,0.048,1358.04,0.159,0.165,55.38161474
1975,"OEU","OECD Europe",0.93,8487.57,8222.13,0.078,0.08,660.1,461.14,0.0497,1325.7,0.156,0.161,56.50621167
1976,"OEU","OECD Europe",0.93,8865.03,8596.41,0.08,0.082,708.08,463.6,0.0448,1410.98,0.159,0.164,51.64717593
1977,"OEU","OECD Europe",0.92,9118.97,8847.6,0.077,0.079,697.93,466.14,0.0492,1420.74,0.156,0.161,52.25864474
1978,"OEU","OECD Europe",0.92,9394.19,9112.19,0.077,0.079,723.63,468.67,0.0483,1469.05,0.156,0.161,48.69920207
1979,"OEU","OECD Europe",0.92,9719.7,9408.64,0.075,0.078,732.96,471.19,0.0487,1529.52,0.157,0.163,64.81635063
1980,"OEU","OECD Europe",0.91,9874.67,9547.84,0.07,0.072,688.46,474.07,0.0491,1494.27,0.151,0.157,89.6272974
1981,"OEU","OECD Europe",0.89,9897.67,9558.71,0.064,0.066,632.86,476.69,0.0521,1449.33,0.146,0.152,88.97249842
1982,"OEU","OECD Europe",0.88,9982.33,9637.38,0.06,0.062,601.16,478.93,0.0532,1425.5,0.143,0.148,75.83470746
1983,"OEU","OECD Europe",0.87,10176.4,9831.27,0.058,0.06,585.28,481.01,0.0553,1435.4,0.141,0.146,64.19523548
1984,"OEU","OECD Europe",0.85,10451.13,10102.53,0.056,0.058,588.29,483.06,0.0554,1471.55,0.141,0.146,60.59025344
1985,"OEU","OECD Europe",0.84,10738.56,10381.81,0.054,0.056,580.63,485.21,0.054,1530.03,0.142,0.147,54.70411632
1986,"OEU","OECD Europe",0.83,11039.39,10681.34,0.054,0.056,593.72,487.41,0.0524,1557.32,0.141,0.146,27.70261183
1987,"OEU","OECD Europe",0.83,11370.61,11016.35,0.053,0.054,597.65,489.31,0.0542,1591.64,0.14,0.144,34.81415613
1988,"OEU","OECD Europe",0.82,11836.52,11466.04,0.051,0.053,603.26,491.62,0.0562,1602.15,0.135,0.14,26.92359244
1989,"OEU","OECD Europe",0.82,12251.05,11856.21,0.049,0.051,603.26,494.1,0.0548,1613.77,0.132,0.136,31.79711973
1990,"OEU","OECD Europe",0.81,12632.22,12220.08,0.048,0.05,605.61,500.37,0.0579,1619.45,0.128,0.133,36.27455601
1991,"OEU","OECD Europe",0.81,12797.35,12348.82,0.048,0.05,619.13,503.04,0.0578,1640.06,0.128,0.133,29.98983071
1992,"OEU","OECD Europe",0.8,12957.19,12508.2,0.048,0.05,620.97,505.63,0.0607,1617.1,0.125,0.129,28.30022643
1993,"OEU","OECD Europe",0.79,12976.22,12547.75,0.048,0.049,620.54,507.99,0.0637,1620.93,0.125,0.129,24.35254412
1994,"OEU","OECD Europe",0.79,13311.82,12852.11,0.047,0.048,623.09,509.97,0.0641,1618.04,0.122,0.126,22.86046056
1995,"OEU","OECD Europe",0.8,13676.45,13225.7,0.047,0.049,643.45,511.92,0.0635,1666.51,0.122,0.126,24.53171457
1996,"OEU","OECD Europe",0.8,13971.44,13532.14,0.047,0.049,658.04,513.83,0.0619,1727.09,0.124,0.128,28.66596882
1997,"OEU","OECD Europe",0.79,14392.17,13957.61,0.046,0.047,656.05,515.64,0.0641,1720.4,0.12,0.123,25.11747988
1998,"OEU","OECD Europe",0.79,14828.36,14383.17,0.045,0.047,668.98,517.35,0.0654,1736.85,0.117,0.121,16.14305106
1999,"OEU","OECD Europe",0.79,15242.66,14767.86,0.043,0.045,662.28,519.25,0.0665,1731.22,0.114,0.117,22.61031598
2000,"OEU","OECD Europe",0.79,15847.87,15365.02,0.041,0.042,652.06,521.42,0.0689,1748.23,0.11,0.114,35.10868096
2001,"OEU","OECD Europe",0.78,16151.59,15640.22,0.041,0.042,663.63,523.67,0.0683,1781.5,0.11,0.114,27.09057055
2002,"OEU","OECD Europe",0.78,16375.98,15881.4,0.04,0.042,661.57,526.51,0.0679,1778.81,0.109,0.112,28.74943021
2003,"OEU","OECD Europe",0.78,16590.52,16118.03,0.04,0.041,664.11,529.5,0.0692,1817.94,0.11,0.113,32.8623193
2004,"OEU","OECD Europe",0.78,17046.14,16591.54,0.039,0.04,666.68,532.51,0.0717,1839.92,0.108,0.111,41.43476397
2005,"OEU","OECD Europe",0.78,17436.4,17003.27,0.038,0.039,663.84,535.76,0.0759,1848.7,0.106,0.109,54.59759226
2006,"OEU","OECD Europe",0.78,18035.18,17615.7,0.037,0.038,660.81,538.69,0.0791,1864.93,0.103,0.106,63.88739722
2007,"OEU","OECD Europe",0.78,18598.73,18187.99,0.034,0.035,637.62,542.04,0.0866,1840.19,0.099,0.101,70.6634311
2008,"OEU","OECD Europe",0.77,18685.24,18287.48,0.034,0.035,634.69,545.47,0.0922,1838.3,0.098,0.101,93.78727749
2009,"OEU","OECD Europe",0.76,17900.1,17527.6,0.034,0.034,603.25,548.31,0.1016,1743.42,0.097,0.099,60.00312488
2010,"OEU","OECD Europe",0.75,18327.61,17972.98,0.033,0.034,602.45,551.23,0.1071,1820.24,0.099,0.101,75.82563805
2011,"OEU","OECD Europe",0.75,18698.76,18369.46,0.031,0.031,577.67,553.79,0.1103,1751.85,0.094,0.095,99.45770574
2012,"OEU","OECD Europe",0.74,18650.22,18324.02,0.03,0.031,560.71,556.26,0.1213,1747.56,0.094,0.095,96.01863557
2013,"OEU","OECD Europe",0.73,18726.98,18414.24,0.029,0.03,550.02,558.44,0.1277,1737.24,0.093,0.094,91.85653717
2014,"OEU","OECD Europe",0.72,18997.36,18697.23,0.028,0.029,541.24,560.82,0.1338,1674.47,0.088,0.09,82.58092684
2015,"OEU","OECD Europe",0.72,19374.19,19092.27,0.029,0.029,552.43,564.02,0.14,1704,0.088,0.089,42.64477115
1960,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17301389
1969,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63796367
1970,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.63673849
1971,"WLD","World",0.86,20018.49,23430.11,0.122,0.104,2438.1,3758.7,0.1313,5522.96,0.276,0.236,17.06917156
1972,"WLD","World",0.86,21119.74,24721.48,0.124,0.106,2618.57,3835.26,0.1284,5790.27,0.274,0.234,16.79916882
1973,"WLD","World",0.87,22514.45,26391.65,0.125,0.107,2817.82,3912.38,0.1241,6100.9,0.271,0.231,20.03943153
1974,"WLD","World",0.86,23017.94,27179.11,0.121,0.102,2778.43,3987.86,0.1275,6136.96,0.267,0.226,55.38161474
1975,"WLD","World",0.86,23247,27606.8,0.118,0.1,2754.72,4061.83,0.1286,6182.89,0.266,0.224,56.50621167
1976,"WLD","World",0.86,24450.22,29153.38,0.12,0.101,2940.64,4134.87,0.1243,6520.99,0.267,0.224,51.64717593
1977,"WLD","World",0.86,25423.63,30394.14,0.12,0.101,3057.52,4207.52,0.1227,6753.23,0.266,0.222,52.25864474
1978,"WLD","World",0.85,26469.22,31612.32,0.12,0.1,3173.36,4281.38,0.1219,7016.95,0.265,0.222,48.69920207
1979,"WLD","World",0.85,27527.9,32843.4,0.117,0.098,3215.53,4357.08,0.1219,7231.4,0.263,0.22,64.81635063
1980,"WLD","World",0.85,28058.55,33551.71,0.111,0.092,3101.99,4434.45,0.125,7204.91,0.257,0.215,89.6272974
1981,"WLD","World",0.84,28545.88,34169.15,0.104,0.087,2972.18,4512.41,0.1283,7153.77,0.251,0.209,88.97249842
1982,"WLD","World",0.84,28693.34,34487.72,0.101,0.084,2903.6,4593.4,0.1313,7154.47,0.249,0.207,75.83470746
1983,"WLD","World",0.83,29457.04,35431.18,0.097,0.081,2864.18,4674.95,0.1333,7235.96,0.246,0.204,64.19523548
1984,"WLD","World",0.82,30731.47,36893.77,0.094,0.079,2897.47,4756.3,0.1328,7521.26,0.245,0.204,60.59025344
1985,"WLD","World",0.82,31858.1,38191.32,0.091,0.076,2901.63,4839.45,0.1317,7725.94,0.243,0.202,54.70411632
1986,"WLD","World",0.82,32892.07,39448.1,0.091,0.076,2979.58,4925.14,0.1312,7888.02,0.24,0.2,27.70261183
1987,"WLD","World",0.81,34031.25,40816.81,0.09,0.075,3054.5,5012.84,0.1295,8182.36,0.24,0.2,34.81415613
1988,"WLD","World",0.81,35497.87,42556.37,0.089,0.074,3155.56,5101.64,0.1271,8467.89,0.239,0.199,26.92359244
1989,"WLD","World",0.81,36816.05,44156.19,0.087,0.073,3207.88,5190.27,0.127,8612.87,0.234,0.195,31.79711973
1990,"WLD","World",0.81,37705.26,45651.88,0.086,0.071,3232.67,5277.64,0.1278,8772.29,0.233,0.192,36.27455601
1991,"WLD","World",0.81,38164.13,46156.05,0.085,0.07,3248.14,5364.54,0.1291,8832.53,0.231,0.191,29.98983071
1992,"WLD","World",0.8,38845.01,46977.12,0.084,0.07,3265.18,5452.5,0.131,8839.73,0.228,0.188,28.30022643
1993,"WLD","World",0.8,39455.07,47841.19,0.083,0.069,3287.64,5536.07,0.1313,8929.36,0.226,0.187,24.35254412
1994,"WLD","World",0.8,40641.73,49279.8,0.081,0.067,3305.39,5618.56,0.1318,8992.33,0.221,0.182,22.86046056
1995,"WLD","World",0.8,41838.12,50880.64,0.081,0.066,3375.64,5700.98,0.1313,9227.28,0.221,0.181,24.53171457
1996,"WLD","World",0.8,43225.84,52817.2,0.08,0.066,3463.36,5783.14,0.1302,9458.08,0.219,0.179,28.66596882
1997,"WLD","World",0.8,44847.96,54923.57,0.079,0.065,3550.54,5865.51,0.1302,9556.53,0.213,0.174,25.11747988
1998,"WLD","World",0.8,45954.53,56258.07,0.077,0.063,3559.23,5947.05,0.131,9602.96,0.209,0.171,16.14305106
1999,"WLD","World",0.8,47473.44,58290.7,0.076,0.062,3628.68,6027.8,0.1301,9810,0.207,0.168,22.61031598
2000,"WLD","World",0.8,49527.32,61027.89,0.074,0.06,3659.5,6107.99,0.1288,10036.89,0.203,0.164,35.10868096
2001,"WLD","World",0.8,50518.01,62525.05,0.073,0.059,3704.64,6187.02,0.1274,10145.42,0.201,0.162,27.09057055
2002,"WLD","World",0.8,51632.15,64281.56,0.072,0.058,3737.13,6266.17,0.1269,10356.61,0.201,0.161,28.74943021
2003,"WLD","World",0.81,53137.11,66673.35,0.072,0.057,3814.34,6345.54,0.1256,10723.05,0.202,0.161,32.8623193
2004,"WLD","World",0.81,55498.85,70262.81,0.071,0.056,3967.97,6425.1,0.1241,11213.96,0.202,0.16,41.43476397
2005,"WLD","World",0.81,57623.64,73605.35,0.069,0.054,4003.22,6505.19,0.1243,11532.98,0.2,0.157,54.59759226
2006,"WLD","World",0.81,60165.43,77608.76,0.067,0.052,4053.28,6585.52,0.1241,11872.84,0.197,0.153,63.88739722
2007,"WLD","World",0.82,62776.68,81883.7,0.065,0.05,4081.49,6666.5,0.1244,12203.02,0.194,0.149,70.6634311
2008,"WLD","World",0.81,63917.43,84225.22,0.064,0.048,4084.26,6748.65,0.1266,12362.91,0.193,0.147,93.78727749
2009,"WLD","World",0.81,62859.43,84034.09,0.064,0.048,4011.09,6830.85,0.1303,12267.47,0.195,0.146,60.00312488
2010,"WLD","World",0.81,65597.54,88464.91,0.063,0.047,4137.89,6913.42,0.129,12951.9,0.197,0.146,75.82563805
2011,"WLD","World",0.82,67667.17,92014.06,0.061,0.045,4139.3,6996.35,0.1299,13150.54,0.194,0.143,99.45770574
2012,"WLD","World",0.82,69333.03,95032.89,0.061,0.044,4224.88,7079.34,0.1331,13373.44,0.193,0.141,96.01863557
2013,"WLD","World",0.81,71007.23,98104.55,0.059,0.043,4215.71,7163.59,0.1363,13549.11,0.191,0.138,91.85653717
2014,"WLD","World",0.81,72874.06,101389.85,0.059,0.042,4285.3,7248.66,0.1383,13699.13,0.188,0.135,82.58092684
2015,"WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64477115
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15585832
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.54147816
